title,revenue,budget,return,release_year
the comedy of terrors,0.0,0.0,0.0,1963
the four musketeers,0.0,0.0,0.0,1974
good guys wear black,18300000.0,1000000.0,18.3,1978
steel dawn,0.0,0.0,0.0,1987
on deadly ground,49000000.0,50000000.0,0.98,1994
boy meets girl,0.0,0.0,0.0,1994
protocol,0.0,0.0,0.0,1984
the postman always rings twice,0.0,0.0,0.0,1946
matinee,9532895.0,0.0,0.0,1993
forever fever,570000.0,1070000.0,0.5327102803738317,1998
virtual sexuality,0.0,0.0,0.0,1999
baxter,0.0,0.0,0.0,1989
explorers,9873044.0,25000000.0,0.39492176,1985
the scent of green papaya,0.0,0.0,0.0,1993
pierrot le fou,0.0,300000.0,0.0,1965
weekend,0.0,0.0,0.0,1967
one hundred and one nights,0.0,0.0,0.0,1995
strange cargo,0.0,0.0,0.0,1940
seven girlfriends,0.0,0.0,0.0,1999
tuesdays with morrie,0.0,0.0,0.0,1999
temptation of a monk,0.0,0.0,0.0,1993
alexander nevsky,0.0,0.0,0.0,1938
jason and the argonauts,0.0,1000000.0,0.0,1963
same old song,0.0,0.0,0.0,1997
nostalgia,0.0,0.0,0.0,1983
the soft skin,0.0,0.0,0.0,1964
tinker tailor soldier spy,0.0,0.0,0.0,1979
wintersleepers,0.0,0.0,0.0,1997
the driller killer,0.0,0.0,0.0,1979
perfectly normal,0.0,0.0,0.0,1991
throne of blood,0.0,0.0,0.0,1957
the best of youth,0.0,0.0,0.0,2003
guncrazy,0.0,800000.0,0.0,1992
bang rajan,0.0,0.0,0.0,2000
treasure island,0.0,0.0,0.0,1990
zorba the greek,0.0,783000.0,0.0,1964
undercurrent,0.0,0.0,0.0,1946
bang bang you're dead,0.0,0.0,0.0,2002
my side of the mountain,0.0,0.0,0.0,1969
the thin blue lie,0.0,0.0,0.0,2000
the unsaid,0.0,0.0,0.0,2001
twister,0.0,0.0,0.0,1989
sniper,18994653.0,0.0,0.0,1993
don't tell anyone,0.0,0.0,0.0,1998
ghost in the machine,0.0,0.0,0.0,1993
a time for drunken horses,0.0,0.0,0.0,2000
genghis blues,0.0,0.0,0.0,1999
to hell and back,0.0,0.0,0.0,1955
11'09''01 - september 11,0.0,0.0,0.0,2002
"bon voyage, charlie brown (and don't come back!)",2013193.0,0.0,0.0,1980
internal affairs,27734391.0,0.0,0.0,1990
the parallax view,0.0,0.0,0.0,1974
the warriors,22490039.0,4000000.0,5.62250975,1979
mayerling,0.0,0.0,0.0,1968
ambush,0.0,0.0,0.0,1999
babylon 5: a call to arms,0.0,0.0,0.0,1999
babylon 5: the river of souls,0.0,0.0,0.0,1998
babylon 5: thirdspace,0.0,0.0,0.0,1998
fm,0.0,0.0,0.0,1978
waterloo,3052000.0,25000000.0,0.12208,1970
true stories,0.0,0.0,0.0,1986
north beach,0.0,0.0,0.0,2000
zardoz,0.0,0.0,0.0,1974
school for scoundrels,0.0,0.0,0.0,1960
the virgin spring,0.0,0.0,0.0,1960
ice cold in alex,0.0,0.0,0.0,1958
mogambo,0.0,0.0,0.0,1953
demon lover diary,0.0,0.0,0.0,1980
second skin,0.0,0.0,0.0,1999
victory,0.0,0.0,0.0,1996
the secret life of walter mitty,0.0,0.0,0.0,1947
cypher,0.0,7500000.0,0.0,2002
the rack,0.0,0.0,0.0,1956
another thin man,0.0,0.0,0.0,1939
the thin man goes home,0.0,0.0,0.0,1945
shadow of the thin man,0.0,0.0,0.0,1941
after the thin man,0.0,0.0,0.0,1936
song of the thin man,0.0,0.0,0.0,1947
woodstock,34505110.0,600000.0,57.508516666666665,1970
junior size 36,0.0,0.0,0.0,1988
the internecine project,0.0,0.0,0.0,1974
love crazy,0.0,0.0,0.0,1941
gunga din,0.0,0.0,0.0,1939
frank herbert's children of dune,0.0,20000000.0,0.0,2003
frank herbert's dune,0.0,20000000.0,0.0,2000
lammbock,0.0,0.0,0.0,2001
the legend i,3956913.0,0.0,0.0,1993
tremors 2: aftershocks,0.0,4000000.0,0.0,1996
tremors 3: back to perfection,0.0,0.0,0.0,2001
the peanut butter solution,0.0,0.0,0.0,1985
hallelujah i'm a bum,0.0,0.0,0.0,1933
getting it right,0.0,0.0,0.0,1989
straight to hell,0.0,0.0,0.0,1986
margaret cho: notorious c.h.o.,0.0,0.0,0.0,2002
friday night,0.0,0.0,0.0,2002
white zombie,0.0,50000.0,0.0,1932
the plague of the zombies,0.0,0.0,0.0,1966
i walked with a zombie,0.0,0.0,0.0,1943
highway 61,0.0,0.0,0.0,1991
the vampire lovers,0.0,0.0,0.0,1970
countess dracula,0.0,0.0,0.0,1971
the cheerleaders,0.0,0.0,0.0,1973
how to succeed in business without really trying,0.0,0.0,0.0,1967
pat garrett & billy the kid,11000000.0,4638783.0,2.3713116134123973,1973
the left handed gun,0.0,0.0,0.0,1958
the last man on earth,0.0,0.0,0.0,1964
the streetfighter,0.0,0.0,0.0,1974
return of the street fighter,0.0,0.0,0.0,1974
"duck, you sucker",0.0,0.0,0.0,1971
bring me the head of alfredo garcia,0.0,1500000.0,0.0,1974
ride the high country,0.0,813000.0,0.0,1962
the ballad of cable hogue,5000000.0,3716946.0,1.3451903794136368,1970
junior bonner,0.0,0.0,0.0,1972
master of the flying guillotine,0.0,0.0,0.0,1976
frankenstein must be destroyed,0.0,0.0,0.0,1969
the haunted palace,0.0,0.0,0.0,1963
finder's fee,0.0,0.0,0.0,2001
the whip and the body,0.0,66500.0,0.0,1963
berlin: symphony of a great city,0.0,0.0,0.0,1927
samurai fiction,0.0,0.0,0.0,1998
gidget,0.0,0.0,0.0,1959
wild in the streets,0.0,1000000.0,0.0,1968
the indian runner,191125.0,7000000.0,0.0273035714285714,1991
drunken angel,0.0,0.0,0.0,1948
desperate living,0.0,65000.0,0.0,1977
the devil's rain,0.0,0.0,0.0,1975
the valachi papers,0.0,0.0,0.0,1972
rolling thunder,0.0,5000000.0,0.0,1977
stray dog,0.0,0.0,0.0,1949
the hidden fortress,0.0,0.0,0.0,1958
high and low,0.0,0.0,0.0,1963
after the rehearsal,0.0,0.0,0.0,1984
the people under the stairs,0.0,6000000.0,0.0,1991
my new gun,0.0,0.0,0.0,1992
dark days,0.0,0.0,0.0,2000
a night in casablanca,0.0,0.0,0.0,1946
zelig,11798616.0,0.0,0.0,1983
face to face,0.0,0.0,0.0,1976
shame,0.0,0.0,0.0,1968
the silence,0.0,0.0,0.0,1963
winter light,0.0,0.0,0.0,1963
through a glass darkly,0.0,0.0,0.0,1961
the magician,0.0,0.0,0.0,1958
smiles of a summer night,0.0,0.0,0.0,1955
summer with monika,0.0,0.0,0.0,1953
the killers,0.0,0.0,0.0,1946
the night of the iguana,12000000.0,3000000.0,4.0,1964
freud: the secret passion,0.0,0.0,0.0,1962
reflections in a golden eye,0.0,4500000.0,0.0,1967
under the volcano,0.0,0.0,0.0,1984
wise blood,0.0,0.0,0.0,1979
the yakuza,0.0,0.0,0.0,1974
a better place,0.0,0.0,0.0,1997
nightbreed,8862354.0,11000000.0,0.8056685454545455,1990
shock,0.0,0.0,0.0,1977
rabid dogs,0.0,0.0,0.0,1974
baron blood,0.0,0.0,0.0,1972
bloody mama,0.0,0.0,0.0,1970
the trip,0.0,0.0,0.0,1967
ken park,447741.0,1300000.0,0.3444161538461538,2002
monterey pop,0.0,0.0,0.0,1968
a bridge too far,50750000.0,22000000.0,2.3068181818181817,1977
infernal affairs,8708932.0,0.0,0.0,2002
a tale of two sisters,0.0,110.0,0.0,2003
broadway danny rose,10600497.0,8000000.0,1.325062125,1984
from beyond,1261000.0,4500000.0,0.2802222222222222,1986
the wonderful ice cream suit,0.0,0.0,0.0,1998
robot jox,0.0,10000000.0,0.0,1989
dolls,0.0,0.0,0.0,1987
space truckers,1614266.0,25000000.0,0.06457064,1996
not of this earth,107352.0,210000.0,0.5112,1988
rock 'n' roll high school,0.0,300000.0,0.0,1979
death race 2000,8000000.0,300000.0,26.666666666666668,1975
cockfighter,0.0,0.0,0.0,1974
a bucket of blood,0.0,50000.0,0.0,1959
premature burial,1250000.0,0.0,0.0,1962
the wild angels,0.0,0.0,0.0,1966
bedlam,0.0,0.0,0.0,1946
planet of the vampires,0.0,0.0,0.0,1965
pure country,0.0,0.0,0.0,1992
brigadoon,0.0,0.0,0.0,1954
marjorie morningstar,0.0,0.0,0.0,1958
the power of one,0.0,0.0,0.0,1992
the weather underground,0.0,0.0,0.0,2002
kikujiro,0.0,0.0,0.0,1999
i'm with lucy,0.0,0.0,0.0,2002
"spring, summer, fall, winter... and spring",6502364.0,0.0,0.0,2003
the phantom tollbooth,0.0,0.0,0.0,1970
the getaway,58831997.0,3352254.0,17.549981892780202,1972
10 rillington place,0.0,0.0,0.0,1971
dark water,0.0,0.0,0.0,2002
the thing called love,0.0,14000000.0,0.0,1993
the thief,0.0,0.0,0.0,1997
how to steal a million,0.0,0.0,0.0,1966
the stendhal syndrome,0.0,0.0,0.0,1996
dangan runner,0.0,0.0,0.0,1996
manslaughter,0.0,0.0,0.0,1922
support your local sheriff,0.0,0.0,0.0,1969
brain donors,918239.0,0.0,0.0,1992
passed away,0.0,0.0,0.0,1992
mean streets,3000000.0,500000.0,6.0,1973
jack the bear,0.0,0.0,0.0,1993
i am a fugitive from a chain gang,0.0,195845.0,0.0,1932
hamburger hill,13839404.0,0.0,0.0,1987
the last broadcast,0.0,0.0,0.0,1998
harper,12000000.0,3500000.0,3.4285714285714284,1966
sweet bird of youth,0.0,0.0,0.0,1962
dahmer,144008.0,250000.0,0.576032,2002
paradise,18634643.0,34000000.0,0.5480777352941176,1991
sundays and cybele,0.0,0.0,0.0,1962
comes a horseman,0.0,0.0,0.0,1978
grill point,0.0,600000.0,0.0,2002
frankenstein unbound,0.0,0.0,0.0,1990
shiri,0.0,5000000.0,0.0,1999
bad day at black rock,3788000.0,1271000.0,2.980330448465775,1955
la cucaracha,0.0,0.0,0.0,1998
in china they eat dogs,0.0,0.0,0.0,1999
delta force 2: the colombian connection,6698361.0,0.0,0.0,1990
crossroads,5738952.0,0.0,0.0,1986
29th street,0.0,0.0,0.0,1991
seducing doctor lewis,0.0,0.0,0.0,2003
city limits,0.0,0.0,0.0,1984
sammy and rosie get laid,0.0,0.0,0.0,1987
leaving normal,0.0,0.0,0.0,1992
sunrise: a song of two humans,121.0,0.0,0.0,1927
shock corridor,0.0,0.0,0.0,1963
the first $20 million is always the hardest,0.0,0.0,0.0,2002
au revoir les enfants,0.0,0.0,0.0,1987
sex: the annabel chong story,0.0,0.0,0.0,1999
the girl next door,0.0,0.0,0.0,1999
pursuit of happiness,0.0,0.0,0.0,2001
gladiator 1992,9.0,0.0,0.0,1992
the inheritance,0.0,0.0,0.0,2003
wonderful days,0.0,0.0,0.0,2003
indestructible man,0.0,0.0,0.0,1956
the wasp woman,0.0,50000.0,0.0,1959
attack of the giant leeches,0.0,0.0,0.0,1959
deranged,0.0,200000.0,0.0,1974
the cruel sea,0.0,0.0,0.0,1953
sodom and gomorrah,0.0,0.0,0.0,1962
dead or alive,0.0,0.0,0.0,1999
lola montã¨s,0.0,0.0,0.0,1955
charly,814666.0,950000.0,0.8575431578947369,1968
twice upon a time,0.0,0.0,0.0,1983
"atlantis, the lost continent",0.0,0.0,0.0,1961
lust for life,0.0,0.0,0.0,1956
la dolce vita,19516000.0,0.0,0.0,1960
jin-roh: the wolf brigade,0.0,0.0,0.0,1999
rush,0.0,0.0,0.0,1991
captain blood,0.0,0.0,0.0,1935
the lift,0.0,350000.0,0.0,1983
batteries not included,65088797.0,0.0,0.0,1987
educating rita,0.0,0.0,0.0,1983
on moonlight bay,0.0,0.0,0.0,1951
sansho the bailiff,0.0,0.0,0.0,1954
zazie dans le mã©tro,0.0,0.0,0.0,1960
the americanization of emily,0.0,0.0,0.0,1964
anne of the thousand days,0.0,0.0,0.0,1969
baby doll,0.0,0.0,0.0,1956
l'avventura,0.0,0.0,0.0,1960
beyond the valley of the dolls,40000000.0,2090000.0,19.138755980861244,1970
hiroshima mon amour,0.0,0.0,0.0,1959
"the 1,000 eyes of dr. mabuse",0.0,0.0,0.0,1960
ugetsu,0.0,0.0,0.0,1953
at play in the fields of the lord,1345903.0,36000000.0,0.0373861944444444,1991
the golden coach,0.0,0.0,0.0,1952
the war is over,0.0,0.0,0.0,1966
mystery of the wax museum,0.0,0.0,0.0,1933
the day of the jackal,0.0,0.0,0.0,1973
the razor's edge,0.0,0.0,0.0,1946
the walking dead,0.0,0.0,0.0,1936
war of the buttons,0.0,0.0,0.0,1994
the other,0.0,0.0,0.0,1972
dexter the dragon & bumble the bear,0.0,0.0,0.0,1983
night of the living dead,5835247.0,4200000.0,1.389344523809524,1990
drums along the mohawk,0.0,0.0,0.0,1939
the maltese falcon,0.0,0.0,0.0,1931
i love you again,0.0,0.0,0.0,1940
safety last!,623.0,0.0,0.0,1923
while the city sleeps,0.0,0.0,0.0,1956
the way ahead,0.0,0.0,0.0,1944
little murders,0.0,0.0,0.0,1971
viridiana,0.0,0.0,0.0,1961
totally fucked up,0.0,0.0,0.0,1993
masterminds,0.0,0.0,0.0,1997
you're a big boy now,0.0,0.0,0.0,1966
lupin the third: the castle of cagliostro,0.0,0.0,0.0,1979
arizona dream,0.0,19000000.0,0.0,1993
chaos,0.0,0.0,0.0,2000
queen christina,2610000.0,1114000.0,2.342908438061041,1933
battleground,0.0,0.0,0.0,1949
citizen toxie: the toxic avenger iv,0.0,500000.0,0.0,2001
hooper,78000000.0,0.0,0.0,1978
the crazy stranger,0.0,0.0,0.0,1997
3 women,0.0,1500000.0,0.0,1977
the green pastures,0.0,0.0,0.0,1936
take me out to the ball game,0.0,0.0,0.0,1949
grey gardens,0.0,0.0,0.0,1975
frogs,0.0,0.0,0.0,1972
purple rain,68392977.0,7200000.0,9.499024583333334,1984
signs of life,0.0,0.0,0.0,1968
point of no return,0.0,0.0,0.0,1993
short time,0.0,0.0,0.0,1990
the hairdresser's husband,0.0,0.0,0.0,1990
cromwell,0.0,3750000.0,0.0,1970
jamon jamon,0.0,0.0,0.0,1992
college,0.0,0.0,0.0,1927
mitchell,0.0,0.0,0.0,1975
ten little indians,0.0,0.0,0.0,1965
the idiot,0.0,0.0,0.0,1951
used people,0.0,0.0,0.0,1992
the swan,0.0,0.0,0.0,1956
the most dangerous game,0.0,200000.0,0.0,1932
the front page,0.0,0.0,0.0,1931
dolls,0.0,0.0,0.0,2002
three came home,0.0,0.0,0.0,1950
our man in havana,0.0,0.0,0.0,1959
the man who came to dinner,0.0,0.0,0.0,1942
sunday bloody sunday,0.0,0.0,0.0,1971
the cowboys,7500000.0,6000000.0,1.25,1972
make way for tomorrow,0.0,0.0,0.0,1937
the major and the minor,0.0,0.0,0.0,1942
the caine mutiny,21750000.0,2000000.0,10.875,1954
black narcissus,0.0,424000.0,0.0,1947
h.m.s. defiant,0.0,0.0,0.0,1962
escape from alcatraz,43000000.0,8000000.0,5.375,1979
oliver twist,0.0,0.0,0.0,1948
skokie,0.0,0.0,0.0,1981
shrek 2,919838758.0,150000000.0,6.132258386666667,2004
the day after tomorrow,544272402.0,125000000.0,4.354179216,2004
raising helen,49718611.0,50000000.0,0.99437222,2004
soul plane,14822346.0,16000000.0,0.926396625,2004
baadasssss!,365248.0,0.0,0.0,2004
the mother,1062253.0,2500000.0,0.4249012,2003
saved!,0.0,0.0,0.0,2004
time of the wolf,0.0,0.0,0.0,2003
harry potter and the prisoner of azkaban,789804554.0,130000000.0,6.075419646153846,2004
mindhunters,21148829.0,27000000.0,0.7832899629629629,2004
zatoichi,0.0,0.0,0.0,2003
the chronicles of riddick,115772733.0,105000000.0,1.1025974571428572,2004
garfield,200804534.0,50000000.0,4.01609068,2004
the stepford wives,102000000.0,90000000.0,1.1333333333333333,2004
bright future,0.0,0.0,0.0,2003
the hunting of the president,0.0,0.0,0.0,2004
napoleon dynamite,46118097.0,400000.0,115.2952425,2004
city of joy,14683921.0,27000000.0,0.5438489259259259,1992
the doctor,38120905.0,12000000.0,3.176742083333333,1991
the dresser,0.0,0.0,0.0,1983
father hood,3418141.0,0.0,0.0,1993
for me and my gal,4371000.0,802000.0,5.450124688279302,1942
hello again,20419446.0,0.0,0.0,1987
hope springs,0.0,0.0,0.0,2003
love finds andy hardy,0.0,0.0,0.0,1938
lover come back,8.0,0.0,0.0,1961
police academy: mission to moscow,126247.0,0.0,0.0,1994
ring of bright water,0.0,0.0,0.0,1969
big wednesday,0.0,11000000.0,0.0,1978
fool for love,0.0,0.0,0.0,1985
give my regards to broad street,0.0,0.0,0.0,1984
the hi-line,0.0,0.0,0.0,2000
the last of sheila,0.0,0.0,0.0,1973
the playboys,0.0,0.0,0.0,1992
star!,14000000.0,14320000.0,0.9776536312849162,1968
we're not married!,0.0,0.0,0.0,1952
wish you were here,0.0,0.0,0.0,1987
the adventures of sherlock holmes,0.0,0.0,0.0,1939
book of love,0.0,0.0,0.0,1990
helen of troy,0.0,0.0,0.0,1956
the hound of the baskervilles,0.0,0.0,0.0,1939
hour of the wolf,0.0,0.0,0.0,1968
the molly maguires,2200000.0,11000000.0,0.2,1970
suddenly,0.0,0.0,0.0,1954
urban ghost story,0.0,0.0,0.0,1998
possessed,0.0,0.0,0.0,1947
dying of laughter,0.0,3000000.0,0.0,1999
kings row,0.0,0.0,0.0,1942
the kid brother,0.0,0.0,0.0,1927
the divorcee,0.0,340.0,0.0,1930
meet the applegates,485772.0,5000000.0,0.0971544,1991
robot carnival,0.0,0.0,0.0,1987
americathon,0.0,0.0,0.0,1979
the chipmunk adventure,0.0,0.0,0.0,1987
sands of iwo jima,7800000.0,1000000.0,7.8,1949
this island earth,0.0,800000.0,0.0,1955
the comdads,0.0,0.0,0.0,1983
anthony adverse,0.0,0.0,0.0,1936
blackboard jungle,0.0,0.0,0.0,1955
moment by moment,0.0,0.0,0.0,1978
it had to be you,0.0,0.0,0.0,2000
luna papa,0.0,0.0,0.0,1999
the long way home,0.0,0.0,0.0,1997
investigation of a citizen above suspicion,0.0,0.0,0.0,1970
true love,0.0,0.0,0.0,1989
to each his own,0.0,0.0,0.0,1946
the heiress,0.0,2600000.0,0.0,1949
state fair,0.0,0.0,0.0,1945
dragon seed,0.0,0.0,0.0,1944
executive suite,0.0,0.0,0.0,1954
johnny belinda,0.0,0.0,0.0,1948
super size me,28575078.0,65000.0,439.6165846153846,2004
johnny eager,0.0,0.0,0.0,1941
none but the lonely heart,0.0,0.0,0.0,1944
la jetã©e,0.0,0.0,0.0,1962
"distant voices, still lives",0.0,0.0,0.0,1988
the king of kings,0.0,2500000.0,0.0,1927
northwest passage,0.0,0.0,0.0,1940
the picture of dorian gray,0.0,0.0,0.0,1945
the born losers,36000000.0,360000.0,100.0,1967
the human condition i: no greater love,0.0,0.0,0.0,1959
samsara,0.0,3000000.0,0.0,2001
bachelor mother,0.0,0.0,0.0,1939
please don't eat the daisies,0.0,0.0,0.0,1960
siddhartha,0.0,0.0,0.0,1972
white heat,0.0,0.0,0.0,1949
scrooge,0.0,0.0,0.0,1951
memphis belle,0.0,23000000.0,0.0,1990
the cincinnati kid,15260000.0,0.0,0.0,1965
animal factory,0.0,0.0,0.0,2000
the panic in needle park,0.0,1645000.0,0.0,1971
pretty baby,0.0,0.0,0.0,1978
godzilla vs. mechagodzilla,0.0,0.0,0.0,1974
the hitcher,5844868.0,6000000.0,0.9741446666666668,1986
show boat,11000000.0,2300000.0,4.782608695652174,1951
ivanhoe,0.0,0.0,0.0,1952
box of moonlight,0.0,0.0,0.0,1996
the eel,0.0,0.0,0.0,1997
fear x,0.0,0.0,0.0,2003
freaks,0.0,0.0,0.0,1932
the immigrant,0.0,0.0,0.0,1917
silent movie,0.0,0.0,0.0,1976
a matter of life and death,0.0,0.0,0.0,1946
anna christie,0.0,0.0,0.0,1930
it lives by night,0.0,0.0,0.0,1974
deep cover,0.0,0.0,0.0,1992
dr. jekyll and mr. hyde,0.0,0.0,0.0,1931
my little chickadee,0.0,0.0,0.0,1940
the high and the mighty,0.0,0.0,0.0,1954
the ugly dachshund,0.0,0.0,0.0,1966
around the world in 80 days,72178895.0,110000000.0,0.6561717727272727,2004
i'll sleep when i'm dead,490964.0,0.0,0.0,2003
dodgeball: a true underdog story,167722310.0,20000000.0,8.3861155,2004
the terminal,219417255.0,60000000.0,3.65695425,2004
dear frankie,0.0,0.0,0.0,2004
white chicks,113086475.0,37000000.0,3.056391216216216,2004
the door in the floor,0.0,0.0,0.0,2004
the notebook,115603229.0,29000000.0,3.98631824137931,2004
two brothers,62172050.0,74500000.0,0.8345241610738255,2004
de-lovely,0.0,20000000.0,0.0,2004
the intended,0.0,0.0,0.0,2002
kaena: the prophecy,8500.0,0.0,0.0,2003
back to bataan,0.0,0.0,0.0,1945
bloodhounds of broadway,0.0,4000000.0,0.0,1989
a day at the races,0.0,0.0,0.0,1937
flying leathernecks,0.0,0.0,0.0,1951
"now you see him, now you don't",0.0,0.0,0.0,1972
plain dirty,0.0,0.0,0.0,2003
bob & carol & ted & alice,30000000.0,2000000.0,15.0,1969
the littlest rebel,0.0,0.0,0.0,1935
reconstruction,0.0,0.0,0.0,2003
will vinton's claymation christmas celebration,0.0,0.0,0.0,1987
happenstance,0.0,0.0,0.0,2000
kops,8.0,0.0,0.0,2003
comandante,0.0,0.0,0.0,2003
undead,0.0,0.0,0.0,2003
the scarlet and the black,0.0,0.0,0.0,1983
into the woods,0.0,0.0,0.0,1991
pirates of silicon valley,0.0,0.0,0.0,1999
manufacturing consent: noam chomsky and the media,0.0,0.0,0.0,1992
the clock,0.0,0.0,0.0,1945
leave her to heaven,0.0,0.0,0.0,1945
rapa nui,305070.0,20000000.0,0.0152535,1994
roxie hart,0.0,0.0,0.0,1942
mayor of the sunset strip,0.0,0.0,0.0,2003
killing me softly,0.0,0.0,0.0,2002
the winter war,0.0,4414000.0,0.0,1989
the philadelphia experiment,0.0,21000000.0,0.0,1984
the wheeler dealers,0.0,0.0,0.0,1963
juice,20146880.0,5000000.0,4.029376,1992
the secret life of girls,0.0,0.0,0.0,1999
the flim-flam man,0.0,0.0,0.0,1967
revenge of the pink panther,49579269.0,0.0,0.0,1978
riders,0.0,0.0,0.0,2002
i am dina,0.0,0.0,0.0,2002
the escapist,0.0,0.0,0.0,2002
angels with dirty faces,0.0,0.0,0.0,1938
zero for conduct,0.0,0.0,0.0,1933
shadows,0.0,0.0,0.0,1959
coming out,0.0,0.0,0.0,1989
taxi,268254.0,0.0,0.0,1998
taxi 3,65497208.0,14500000.0,4.517048827586207,2003
pull my daisy,0.0,0.0,0.0,1959
tokyo godfathers,0.0,0.0,0.0,2003
the butcher,0.0,0.0,0.0,1970
our hospitality,0.0,0.0,0.0,1923
all of me,0.0,0.0,0.0,1984
the farmer's daughter,0.0,0.0,0.0,1947
lassie come home,0.0,0.0,0.0,1943
the time of your life,0.0,0.0,0.0,1948
overboard,26713187.0,1880006.0,14.209096673095724,1987
the mask of fu manchu,0.0,0.0,0.0,1932
by the light of the silvery moon,0.0,0.0,0.0,1953
butterfield 8,0.0,0.0,0.0,1960
johnny guitar,0.0,0.0,0.0,1954
sister my sister,0.0,0.0,0.0,1994
the exterminating angel,0.0,0.0,0.0,1962
ivans xtc.,0.0,0.0,0.0,2000
fahrenheit 9/11,119114517.0,6000000.0,19.8524195,2004
roxanne,40050884.0,0.0,0.0,1987
freedom downtime,0.0,0.0,0.0,2001
the same river twice,0.0,0.0,0.0,2003
dr. terror's house of horrors,0.0,0.0,0.0,1965
confessions of a burning man,0.0,0.0,0.0,2003
search and destroy,389503.0,4000000.0,0.09737575,1995
the book of life,0.0,0.0,0.0,1998
such a long journey,0.0,0.0,0.0,1998
hard times,5000000.0,2700000.0,1.851851851851852,1975
secret society,4275.0,0.0,0.0,2000
the last starfighter,28733290.0,15000000.0,1.915552666666667,1984
tank,14134877.0,0.0,0.0,1984
last cannibal world,0.0,0.0,0.0,1977
spider-man 2,783766341.0,200000000.0,3.918831705,2004
america's heart and soul,0.0,0.0,0.0,2004
before sunset,15992615.0,2700000.0,5.923190740740741,2004
the clearing,12520799.0,0.0,0.0,2004
king arthur,203567857.0,120000000.0,1.6963988083333332,2004
anchorman: the legend of ron burgundy,90574188.0,26000000.0,3.4836226153846157,2004
sleepover,0.0,0.0,0.0,2004
a cinderella story,70067909.0,19000000.0,3.687784684210526,2004
"i, robot",347234916.0,120000000.0,2.8936243,2004
maria full of grace,0.0,0.0,0.0,2004
distant drums,0.0,0.0,0.0,1951
follow that dream,0.0,0.0,0.0,1962
the girl of your dreams,0.0,0.0,0.0,1998
gray lady down,5438927.0,0.0,0.0,1978
long day's journey into night,0.0,0.0,0.0,1962
man of la mancha,0.0,0.0,0.0,1972
the night of the following day,0.0,0.0,0.0,1968
posse,0.0,0.0,0.0,1975
prince valiant,0.0,2970000.0,0.0,1954
rustlers' rhapsody,0.0,0.0,0.0,1985
a short film about killing,0.0,0.0,0.0,1989
the tin star,0.0,0.0,0.0,1957
zandalee,0.0,0.0,0.0,1991
brief crossing,0.0,0.0,0.0,2001
the deluge,0.0,0.0,0.0,1974
how the west was won,50000000.0,15000000.0,3.333333333333333,1962
joan of arc,0.0,0.0,0.0,1948
live forever,0.0,0.0,0.0,2003
mr. klein,0.0,0.0,0.0,1976
the bourne supremacy,288500217.0,75000000.0,3.84666956,2004
catwoman,82102379.0,100000000.0,0.82102379,2004
a home at the end of the world,1548955.0,6500000.0,0.2383007692307692,2004
some girl,0.0,0.0,0.0,1998
stay hungry,24854765.0,5000000.0,4.970953,1976
the testament of dr. mabuse,0.0,0.0,0.0,1933
zus & zo,0.0,0.0,0.0,2001
battle hymn,0.0,0.0,0.0,1957
crash dive,0.0,0.0,0.0,1943
disco pigs,0.0,0.0,0.0,2001
the enemy below,0.0,0.0,0.0,1957
fist of the north star,0.0,7000000.0,0.0,1995
flash gordon conquers the universe,0.0,0.0,0.0,1940
guns of the magnificent seven,0.0,0.0,0.0,1969
the hunters,0.0,0.0,0.0,1958
in a glass cage,0.0,0.0,0.0,1987
lancelot of the lake,0.0,0.0,0.0,1974
the last valley,0.0,0.0,0.0,1971
the magnificent seven ride!,0.0,3000000.0,0.0,1972
a man escaped,0.0,0.0,0.0,1956
the miracle of marcelino,0.0,0.0,0.0,1954
morituri,0.0,0.0,0.0,1965
orgy of the dead,0.0,0.0,0.0,1965
shalako,2620000.0,1455000.0,1.8006872852233675,1968
a shock to the system,0.0,0.0,0.0,1990
slaughterhouse-five,0.0,3200000.0,0.0,1972
his brother,0.0,0.0,0.0,2003
wake island,0.0,0.0,0.0,1942
what price glory,0.0,0.0,0.0,1952
you were never lovelier,0.0,0.0,0.0,1942
the bachelor and the bobby-soxer,0.0,0.0,0.0,1947
breezy,0.0,0.0,0.0,1973
the city of no limits,0.0,0.0,0.0,2002
the comfort of strangers,1244381.0,0.0,0.0,1990
dancing in september,0.0,850000.0,0.0,2001
destination tokyo,0.0,0.0,0.0,1943
dr. jekyll and ms. hyde,0.0,8000000.0,0.0,1995
dream lover,0.0,0.0,0.0,1993
fausto 5.0,0.0,0.0,0.0,2001
for queen & country,0.0,191051.0,0.0,1988
funny about love,0.0,0.0,0.0,1990
the greatest,0.0,0.0,0.0,1977
grief,0.0,0.0,0.0,1993
hometown legend,0.0,0.0,0.0,2002
how i got into college,0.0,0.0,0.0,1989
map of the human heart,0.0,0.0,0.0,1993
mr. blandings builds his dream house,0.0,0.0,0.0,1948
my favorite wife,0.0,0.0,0.0,1940
the new adventures of pippi longstocking,3569939.0,5000000.0,0.7139878,1988
night and day,0.0,0.0,0.0,1946
no name on the bullet,0.0,0.0,0.0,1959
the plainsman,0.0,0.0,0.0,1936
slaughter of the innocents,0.0,0.0,0.0,1993
the snake pit,0.0,0.0,0.0,1948
the spoilers,0.0,0.0,0.0,1942
