,title,revenue,budget,return,release_year
8166,robinson crusoe,0.0,350000.0,0.0,1954
8167,hardcore,0.0,0.0,0.0,1979
8168,watermelon man,0.0,0.0,0.0,1970
8169,flashpoint,0.0,0.0,0.0,1984
8170,bug,0.0,0.0,0.0,1975
8171,the terror,0.0,0.0,0.0,1963
8172,jack o,0.0,0.0,0.0,1995
8173,1492: conquest of paradise,7191399.0,47000000.0,0.1530084893617021,1992
8174,cannibal holocaust,0.0,100000.0,0.0,1980
8175,shark tale,367275019.0,75000000.0,4.897000253333333,2004
8176,ladder 49,74541707.0,60000000.0,1.2423617833333334,2004
8177,black cloud,0.0,0.0,0.0,2004
8178,i heart huckabees,0.0,22000000.0,0.0,2004
8179,raise your voice,14867514.0,15000000.0,0.9911676,2004
8180,taxi,36609966.0,25000000.0,1.46439864,2004
8181,around the bend,0.0,0.0,0.0,2004
8182,primer,424760.0,7000.0,60.68,2004
8183,stage beauty,776691.0,0.0,0.0,2004
8184,shall we dance?,170128460.0,50000000.0,3.4025692,2004
8185,team america: world police,50907422.0,32000000.0,1.5908569375,2004
8186,eulogy,0.0,0.0,0.0,2004
8187,p.s.,0.0,0.0,0.0,2004
8188,the country girl,0.0,0.0,0.0,1954
8189,the rose tattoo,0.0,0.0,0.0,1955
8190,epidemic,0.0,0.0,0.0,1987
8191,tess,0.0,0.0,0.0,1979
8192,i wanna hold your hand,0.0,2700000.0,0.0,1978
8193,spinning boris,0.0,0.0,0.0,2003
8194,circle of iron,0.0,0.0,0.0,1978
8195,cannonball,1500000.0,780000.0,1.9230769230769231,1976
8196,the fearless vampire killers,0.0,2000000.0,0.0,1967
8197,black beauty,0.0,0.0,0.0,1971
8198,the five obstructions,0.0,0.0,0.0,2003
8199,born rich,0.0,0.0,0.0,2003
8200,it's alive,0.0,0.0,0.0,1974
8201,the decline of the american empire,0.0,0.0,0.0,1986
8202,bã©bã©'s kids,0.0,0.0,0.0,1992
8203,all i want for christmas,14812000.0,0.0,0.0,1991
8204,life and nothing but,0.0,0.0,0.0,1989
8205,friday night lights,61255921.0,30000000.0,2.0418640333333333,2004
8206,tarnation,1162014.0,218.0,5330.339449541284,2003
8207,the final cut,548039.0,0.0,0.0,2004
8208,hair show,0.0,0.0,0.0,2004
8209,riding the bullet,0.0,5000000.0,0.0,2004
8210,spin,0.0,0.0,0.0,2003
8211,being julia,0.0,0.0,0.0,2004
8212,the dust factory,0.0,0.0,0.0,2004
8213,thã©rã¨se: the story of saint thã©rã¨se of lisieux,0.0,0.0,0.0,2004
8214,surviving christmas,14793624.0,45000000.0,0.3287472,2004
8215,the grudge,183474602.0,10000000.0,18.3474602,2004
8216,alfie,13395939.0,60000000.0,0.22326565,2004
8217,sideways,109502303.0,16000000.0,6.8438939375,2004
8218,the machinist,8203235.0,5000000.0,1.640647,2004
8219,vera drake,0.0,11000000.0,0.0,2004
8220,falling angels,0.0,0.0,0.0,2003
8221,stella street,0.0,0.0,0.0,2004
8222,lightning in a bottle,0.0,0.0,0.0,2004
8223,undertow,143597.0,0.0,0.0,2004
8224,enduring love,0.0,0.0,0.0,2004
8225,saw,103911669.0,1200000.0,86.5930575,2004
8226,ray,124731534.0,40000000.0,3.11828835,2004
8227,birth,0.0,20000000.0,0.0,2004
8228,voices of iraq,0.0,0.0,0.0,2004
8229,the incredibles,631442092.0,92000000.0,6.863501,2004
8230,fade to black,0.0,0.0,0.0,2004
8231,it's all about love,0.0,0.0,0.0,2003
8232,callas forever,0.0,0.0,0.0,2002
8233,the polar express,305875730.0,165000000.0,1.853792303030303,2004
8234,kinsey,0.0,0.0,0.0,2004
8235,seed of chucky,24829644.0,12000000.0,2.069137,2004
8236,after the sunset,61347797.0,60000000.0,1.0224632833333334,2004
8237,bridget jones: the edge of reason,40203020.0,50000000.0,0.8040604,2004
8238,finding neverland,116766556.0,25000000.0,4.67066224,2004
8239,veer-zaara,29385320.0,7000000.0,4.197902857142857,2004
8240,national treasure,347451894.0,100000000.0,3.47451894,2004
8241,bad education,40266982.0,5000000.0,8.0533964,2004
8242,the spongebob squarepants movie,140161792.0,30000000.0,4.672059733333334,2004
8243,fabled,0.0,0.0,0.0,2002
8244,san antonio,0.0,0.0,0.0,1945
8245,alexander,167298192.0,155000000.0,1.0793431741935484,2004
8246,christmas with the kranks,0.0,60000000.0,0.0,2004
8247,guerrilla: the taking of patty hearst,0.0,0.0,0.0,2004
8248,our music,0.0,0.0,0.0,2004
8249,closer,115505027.0,27000000.0,4.277963962962963,2004
8250,i am david,0.0,0.0,0.0,2003
8251,house of flying daggers,92863945.0,0.0,0.0,2004
8252,ocean's twelve,362744280.0,110000000.0,3.2976752727272727,2004
8253,blade: trinity,128905366.0,65000000.0,1.983159476923077,2004
8254,the bellboy,10000000.0,900000.0,11.11111111111111,1960
8255,bush's brain,0.0,0.0,0.0,2004
8256,cinderfella,7100000.0,3000000.0,2.3666666666666667,1960
8257,damn yankees!,0.0,0.0,0.0,1958
8258,the delicate delinquent,0.0,0.0,0.0,1957
8259,the disorderly orderly,0.0,0.0,0.0,1964
8260,the errand boy,0.0,0.0,0.0,1961
8261,the family jewels,0.0,0.0,0.0,1965
8262,the ladies man,0.0,0.0,0.0,1961
8263,the patsy,0.0,0.0,0.0,1964
8264,stateside,174318.0,16000000.0,0.010894875,2004
8265,the stooge,0.0,0.0,0.0,1952
8266,that's entertainment!,0.0,0.0,0.0,1974
8267,"that's entertainment, part ii",0.0,0.0,0.0,1976
8268,that's entertainment! iii,0.0,0.0,0.0,1994
8269,the wackiest ship in the army,0.0,0.0,0.0,1960
8270,alexander the great,0.0,0.0,0.0,1956
8271,conquest of space,0.0,0.0,0.0,1955
8272,d.a.r.y.l.,7840873.0,0.0,0.0,1985
8273,fire in the sky,19724334.0,19885552.0,0.9918927068255384,1993
8274,the garden of allah,0.0,2200000.0,0.0,1936
8275,i'll be seeing you,0.0,0.0,0.0,1944
8276,the invisible man returns,0.0,0.0,0.0,1940
8277,the last minute,0.0,0.0,0.0,2001
8278,love me if you dare,0.0,0.0,0.0,2003
8279,portrait of jennie,0.0,0.0,0.0,1948
8280,ruby gentry,0.0,525000.0,0.0,1952
8281,secret honor,0.0,0.0,0.0,1984
8282,since you went away,0.0,0.0,0.0,1944
8283,a slipping down life,0.0,0.0,0.0,1999
8284,splatter university,0.0,0.0,0.0,1984
8285,twist,0.0,0.0,0.0,2003
8286,control room,2586511.0,0.0,0.0,2004
8287,celsius 41.11: the temperature at which the brain... begins to die,0.0,0.0,0.0,2004
8288,the cheat,137365.0,17311.0,7.935127953324476,1915
8289,dr. jekyll and mr. hyde,0.0,0.0,0.0,1920
8290,the golem: how he came into the world,0.0,0.0,0.0,1920
8291,the last of the mohicans,0.0,0.0,0.0,1920
8292,the idle class,0.0,0.0,0.0,1921
8293,the phantom carriage,0.0,0.0,0.0,1921
8294,destiny,0.0,0.0,0.0,1921
8295,the sheik,0.0,0.0,0.0,1921
8296,hã¤xan,0.0,0.0,0.0,1922
8297,the man from beyond,0.0,0.0,0.0,1922
8298,the hunchback of notre dame,0.0,0.0,0.0,1923
8299,why worry?,0.0,0.0,0.0,1923
8300,he who gets slapped,0.0,172000.0,0.0,1924
8301,the marriage circle,0.0,212000.0,0.0,1924
8302,"sherlock, jr.",0.0,0.0,0.0,1924
8303,the big parade,22000000.0,245000.0,89.79591836734694,1925
8304,the freshman,0.0,0.0,0.0,1925
8305,greed,0.0,546883.0,0.0,1924
8306,the phantom of the opera,0.0,0.0,0.0,1925
8307,the jazz singer,0.0,0.0,0.0,1927
8308,october (ten days that shook the world),0.0,0.0,0.0,1928
8309,old san francisco,0.0,0.0,0.0,1927
8310,the unknown,0.0,217000.0,0.0,1927
8311,pandora's box,0.0,0.0,0.0,1929
8312,the cameraman,0.0,0.0,0.0,1928
8313,the fall of the house of usher,0.0,0.0,0.0,1928
8314,the crowd,0.0,0.0,0.0,1928
8315,the man who laughs,0.0,0.0,0.0,1928
8316,sadie thompson,0.0,0.0,0.0,1928
8317,"steamboat bill, jr.",0.0,0.0,0.0,1928
8318,applause,0.0,0.0,0.0,1930
8319,un chien andalou,0.0,0.0,0.0,1929
8320,little caesar,0.0,0.0,0.0,1931
8321,l'ã‚ge d'or,7940.0,0.0,0.0,1930
8322,the champ,0.0,0.0,0.0,1931
8323,monkey business,0.0,0.0,0.0,1931
8324,night nurse,0.0,0.0,0.0,1931
8325,boudu saved from drowning,0.0,0.0,0.0,1932
8326,doctor x,0.0,0.0,0.0,1932
8327,land without bread,0.0,20000.0,0.0,1933
8328,the old dark house,0.0,0.0,0.0,1932
8329,rasputin and the empress,0.0,0.0,0.0,1932
8330,scarface,600000.0,0.0,0.0,1932
8331,shanghai express,0.0,0.0,0.0,1932
8332,"i was born, but...",0.0,0.0,0.0,1932
8333,vampyr,0.0,0.0,0.0,1932
8334,what price hollywood?,0.0,0.0,0.0,1932
8335,dinner at eight,0.0,0.0,0.0,1933
8336,the ghoul,0.0,0.0,0.0,1933
8337,gold diggers of 1933,0.0,0.0,0.0,1933
8338,island of lost souls,0.0,0.0,0.0,1932
8339,lady for a day,0.0,0.0,0.0,1933
8340,she done him wrong,2200000.0,200000.0,11.0,1933
8341,the son of kong,0.0,250000.0,0.0,1933
8342,the vampire bat,0.0,0.0,0.0,1933
8343,wild boys of the road,0.0,0.0,0.0,1933
8344,l'atalante,0.0,0.0,0.0,1934
8345,the barretts of wimpole street,0.0,0.0,0.0,1934
8346,the black cat,0.0,0.0,0.0,1934
8347,imitation of life,0.0,0.0,0.0,1934
8348,the lawless frontier,0.0,0.0,0.0,1934
8349,the lost patrol,0.0,0.0,0.0,1934
8350,the merry widow,0.0,0.0,0.0,1934
8351,the scarlet pimpernel,0.0,0.0,0.0,1934
8352,toni,0.0,0.0,0.0,1935
8353,bonnie scotland,0.0,0.0,0.0,1935
8354,the informer,950000.0,243000.0,3.909465020576132,1935
8355,mark of the vampire,0.0,305177.0,0.0,1935
8356,the raven,0.0,0.0,0.0,1935
8357,werewolf of london,0.0,0.0,0.0,1935
8358,the crime of monsieur lange,0.0,0.0,0.0,1936
8359,fury,0.0,0.0,0.0,1936
8360,libeled lady,0.0,0.0,0.0,1936
8361,mr. deeds goes to town,0.0,0.0,0.0,1936
8362,the petrified forest,0.0,0.0,0.0,1936
8363,revolt of the zombies,0.0,0.0,0.0,1936
8364,show boat,0.0,0.0,0.0,1936
8365,these three,0.0,0.0,0.0,1936
8366,wife vs. secretary,0.0,0.0,0.0,1936
8367,camille,0.0,0.0,0.0,1936
8368,captains courageous,0.0,1645000.0,0.0,1937
8369,dead end,0.0,300000.0,0.0,1937
8370,double wedding,0.0,0.0,0.0,1937
8371,nothing sacred,0.0,0.0,0.0,1937
8372,the prisoner of zenda,0.0,0.0,0.0,1937
8373,stage door,0.0,0.0,0.0,1937
8374,topper,0.0,500000.0,0.0,1937
8375,the big broadcast of 1938,0.0,0.0,0.0,1938
8376,the dawn patrol,0.0,0.0,0.0,1938
8377,holiday,0.0,0.0,0.0,1938
8378,the shopworn angel,0.0,0.0,0.0,1938
8379,gaslight,0.0,0.0,0.0,1940
8380,intermezzo: a love story,0.0,0.0,0.0,1939
8381,the roaring twenties,0.0,0.0,0.0,1939
8382,wuthering heights,0.0,0.0,0.0,1939
8383,the story of the last chrysanthemum,0.0,0.0,0.0,1939
8384,abe lincoln in illinois,0.0,0.0,0.0,1940
8385,boom town,9172000.0,2000000.0,4.586,1940
8386,brother orchid,0.0,0.0,0.0,1940
8387,"edison, the man",0.0,0.0,0.0,1940
8388,the letter,0.0,0.0,0.0,1940
8389,the sea hawk,0.0,0.0,0.0,1940
8390,ball of fire,0.0,0.0,0.0,1941
8391,the 47 ronin,0.0,0.0,0.0,1941
8392,here comes mr. jordan,0.0,0.0,0.0,1941
8393,in the navy,0.0,0.0,0.0,1941
8394,it started with eve,0.0,0.0,0.0,1941
8395,never give a sucker an even break,0.0,0.0,0.0,1941
8396,that uncertain feeling,0.0,0.0,0.0,1941
8397,across the pacific,0.0,0.0,0.0,1942
8398,all through the night,0.0,0.0,0.0,1941
8399,gentleman jim,0.0,0.0,0.0,1942
8400,the hard way,0.0,0.0,0.0,1943
8401,my favorite blonde,0.0,0.0,0.0,1942
8402,why we fight: prelude to war,0.0,0.0,0.0,1942
8403,random harvest,0.0,0.0,0.0,1942
8404,tales of manhattan,0.0,0.0,0.0,1942
8405,action in the north atlantic,0.0,0.0,0.0,1943
8406,a guy named joe,5363000.0,2627000.0,2.041492196421774,1944
8407,heaven can wait,0.0,0.0,0.0,1943
8408,the heavenly body,0.0,0.0,0.0,1944
8409,the memphis belle: a story of a flying fortress,0.0,0.0,0.0,1944
8410,mr. lucky,0.0,0.0,0.0,1943
8411,thousands cheer,0.0,0.0,0.0,1943
8412,day of wrath,0.0,0.0,0.0,1943
8413,cover girl,0.0,0.0,0.0,1944
8414,the curse of the cat people,0.0,0.0,0.0,1944
8415,henry v,0.0,0.0,0.0,1944
8416,torment,0.0,0.0,0.0,1944
8417,the mask of dimitrios,0.0,0.0,0.0,1944
8418,ministry of fear,0.0,0.0,0.0,1944
8419,the miracle of morganâ€™s creek,0.0,0.0,0.0,1944
8420,mr. skeffington,0.0,0.0,0.0,1944
8421,mrs. parkington,0.0,0.0,0.0,1944
8422,passage to marseille,0.0,0.0,0.0,1944
8423,the white cliffs of dover,0.0,0.0,0.0,1944
8424,the woman in the window,0.0,0.0,0.0,1944
8425,the enchanted cottage,0.0,0.0,0.0,1945
8426,isle of the dead,0.0,0.0,0.0,1945
8427,"ivan the terrible, part i",0.0,0.0,0.0,1945
8428,the southerner,0.0,0.0,0.0,1945
8429,they were expendable,0.0,0.0,0.0,1945
8430,a tree grows in brooklyn,0.0,0.0,0.0,1945
8431,the beast with five fingers,0.0,0.0,0.0,1946
8432,the blue dahlia,0.0,0.0,0.0,1946
8433,the dark mirror,0.0,0.0,0.0,1946
8434,deception,0.0,0.0,0.0,1946
8435,great expectations,0.0,0.0,0.0,1946
8436,humoresque,0.0,0.0,0.0,1946
8437,shoeshine,0.0,0.0,0.0,1946
8438,the stranger,0.0,0.0,0.0,1946
8439,mourning becomes electra,0.0,0.0,0.0,1947
8440,nightmare alley,0.0,0.0,0.0,1947
8441,odd man out,0.0,0.0,0.0,1947
8442,road to rio,0.0,0.0,0.0,1947
8443,the two mrs. carrolls,0.0,0.0,0.0,1947
8444,3 godfathers,2841000.0,1243000.0,2.285599356395817,1948
8445,b.f.'s daughter,0.0,0.0,0.0,1948
8446,the babe ruth story,0.0,0.0,0.0,1948
8447,easter parade,0.0,0.0,0.0,1948
8448,fort apache,3000000.0,2500000.0,1.2,1948
8449,the lady from shanghai,0.0,2300000.0,0.0,1947
8450,letter from an unknown woman,0.0,0.0,0.0,1948
8451,louisiana story,0.0,258.0,0.0,1948
8452,the naked city,0.0,0.0,0.0,1948
8453,the pirate,2956000.0,3700000.0,0.798918918918919,1948
8454,they live by night,0.0,0.0,0.0,1948
8455,the three musketeers,0.0,0.0,0.0,1948
8456,unfaithfully yours,0.0,0.0,0.0,1948
8457,yellow sky,0.0,0.0,0.0,1948
8458,the barkleys of broadway,0.0,0.0,0.0,1949
8459,in the good old summertime,0.0,3400000.0,0.0,1949
8460,a letter to three wives,0.0,0.0,0.0,1949
8461,orpheus,0.0,0.0,0.0,1950
8462,the secret garden,0.0,0.0,0.0,1949
8463,the story of seabiscuit,0.0,700000.0,0.0,1949
8464,annie get your gun,8000000.0,3768785.0,2.122700021359669,1950
8465,les enfants terribles,0.0,0.0,0.0,1950
8466,the gunfighter,0.0,0.0,0.0,1950
8467,king solomon's mines,0.0,0.0,0.0,1950
8468,los olvidados,0.0,0.0,0.0,1950
8469,scandal,0.0,0.0,0.0,1950
8470,summer stock,0.0,0.0,0.0,1950
8471,europe '51,0.0,0.0,0.0,1952
8472,carbine williams,0.0,0.0,0.0,1952
8473,carrie,0.0,0.0,0.0,1952
8474,clash by night,0.0,0.0,0.0,1952
8475,the prisoner of zenda,0.0,0.0,0.0,1952
8476,the life of oharu,0.0,0.0,0.0,1952
8477,son of paleface,0.0,0.0,0.0,1952
8478,abbott and costello meet dr. jekyll and mr. hyde,0.0,0.0,0.0,1953
8479,gun fury,0.0,0.0,0.0,1953
8480,gate of hell,0.0,0.0,0.0,1953
8481,man on a tightrope,0.0,0.0,0.0,1953
8482,the titfield thunderbolt,0.0,0.0,0.0,1953
8483,the belles of st. trinian's,0.0,0.0,0.0,1954
8484,the crucified lovers,0.0,0.0,0.0,1954
8485,french cancan,0.0,0.0,0.0,1954
8486,it should happen to you,0.0,0.0,0.0,1954
8487,"the long, long trailer",0.0,0.0,0.0,1954
8488,magnificent obsession,0.0,0.0,0.0,1954
8489,salt of the earth,0.0,0.0,0.0,1954
8490,samurai i: musashi miyamoto,0.0,0.0,0.0,1954
8491,a star is born,0.0,5019770.0,0.0,1954
8492,three coins in the fountain,0.0,0.0,0.0,1954
8493,the wild one,0.0,0.0,0.0,1953
8494,the cobweb,0.0,0.0,0.0,1955
8495,it's always fair weather,0.0,0.0,0.0,1955
8496,mr. arkadin,0.0,0.0,0.0,1955
8497,night and fog,0.0,0.0,0.0,1955
8498,samurai ii: duel at ichijoji temple,0.0,0.0,0.0,1955
8499,the seven little foys,0.0,0.0,0.0,1955
8500,the unknown soldier,0.0,0.0,0.0,1955
8501,anything goes,0.0,0.0,0.0,1956
8502,the burmese harp,0.0,0.0,0.0,1956
8503,carousel,0.0,0.0,0.0,1956
8504,samurai iii: duel at ganryu island,0.0,0.0,0.0,1956
8505,rodan,0.0,0.0,0.0,1956
8506,barnacle bill,0.0,0.0,0.0,1957
8507,chase a crooked shadow,0.0,0.0,0.0,1958
8508,fiend without a face,0.0,0.0,0.0,1958
8509,jailhouse rock,0.0,0.0,0.0,1957
8510,man of a thousand faces,0.0,0.0,0.0,1957
8511,the spirit of st. louis,0.0,0.0,0.0,1957
8512,the undead,0.0,70000.0,0.0,1957
8513,zero hour!,0.0,0.0,0.0,1957
8514,carve her name with pride,0.0,0.0,0.0,1958
8515,corridors of blood,0.0,146000.0,0.0,1958
8516,giants and toys,0.0,0.0,0.0,1958
8517,the last hurrah,0.0,0.0,0.0,1958
8518,machine-gun kelly,0.0,0.0,0.0,1958
8519,teacher's pet,0.0,0.0,0.0,1958
8520,torpedo run,0.0,0.0,0.0,1958
8521,the vikings,0.0,5000000.0,0.0,1958
8522,al capone,0.0,0.0,0.0,1959
8523,picnic on the grass,0.0,0.0,0.0,1959
8524,invisible invaders,0.0,0.0,0.0,1959
8525,the human condition ii: road to eternity,0.0,0.0,0.0,1959
8526,fires on the plain,0.0,0.0,0.0,1959
8527,north west frontier,0.0,0.0,0.0,1959
8528,the nun's story,12800000.0,3500000.0,3.657142857142857,1959
8529,pickpocket,0.0,0.0,0.0,1959
8530,floating weeds,0.0,0.0,0.0,1959
8531,the young philadelphians,0.0,0.0,0.0,1959
8532,the leech woman,0.0,0.0,0.0,1960
8533,when a woman ascends the stairs,0.0,0.0,0.0,1960
8534,the sundowners,0.0,0.0,0.0,1960
8535,sunrise at campobello,0.0,0.0,0.0,1960
8536,the bad sleep well,0.0,0.0,0.0,1960
8537,bachelor in paradise,0.0,0.0,0.0,1961
8538,the deadly companions,0.0,0.0,0.0,1961
8539,the four horsemen of the apocalypse,0.0,0.0,0.0,1962
8540,the intruder,0.0,0.0,0.0,1962
8541,murder she said,0.0,0.0,0.0,1961
8542,the human condition iii: a soldier's prayer,0.0,0.0,0.0,1961
8543,paris blues,0.0,0.0,0.0,1961
8544,taste of fear,0.0,0.0,0.0,1961
8545,advise & consent,0.0,0.0,0.0,1962
8546,david and lisa,0.0,185000.0,0.0,1962
8547,eegah,3274.0,15000.0,0.2182666666666666,1962
8548,harakiri,0.0,0.0,0.0,1962
8549,the loneliness of the long distance runner,0.0,0.0,0.0,1962
8550,the music man,8000000.0,0.0,0.0,1962
8551,mutiny on the bounty,13680000.0,19000000.0,0.72,1962
8552,an occurrence at owl creek bridge,0.0,0.0,0.0,1962
8553,the four days of naples,0.0,800000.0,0.0,1962
8554,il sorpasso,0.0,0.0,0.0,1962
8555,the wonderful world of the brothers grimm,0.0,0.0,0.0,1962
8556,l'eclisse,0.0,0.0,0.0,1962
8557,les carabiniers,0.0,0.0,0.0,1963
8558,the cardinal,0.0,0.0,0.0,1963
8559,the incredibly strange creatures who stopped living and became mixed-up zombies!!?,0.0,0.0,0.0,1964
8560,the kiss of the vampire,0.0,0.0,0.0,1963
8561,love with the proper stranger,0.0,0.0,0.0,1963
8562,mclintock!,0.0,0.0,0.0,1963
8563,murder at the gallop,0.0,0.0,0.0,1963
8564,a new kind of love,0.0,0.0,0.0,1963
8565,the prize,0.0,0.0,0.0,1963
8566,sunday in new york,0.0,0.0,0.0,1963
8567,crooks in clover,0.0,0.0,0.0,1963
8568,36 hours,0.0,0.0,0.0,1964
8569,becket,0.0,0.0,0.0,1964
8570,behold a pale horse,0.0,0.0,0.0,1964
8571,the best man,0.0,0.0,0.0,1964
8572,"hush... hush, sweet charlotte",0.0,0.0,0.0,1964
8573,the killers,0.0,0.0,0.0,1964
8574,the naked kiss,0.0,0.0,0.0,1964
8575,onibaba,0.0,0.0,0.0,1964
8576,robin and the 7 hoods,0.0,0.0,0.0,1964
8577,robinson crusoe on mars,0.0,1200000.0,0.0,1964
8578,spider baby,0.0,65000.0,0.0,1967
8579,the visit,0.0,0.0,0.0,1964
8580,what a way to go!,0.0,20000000.0,0.0,1964
8581,docking the boat,0.0,0.0,0.0,1965
8582,the battle of algiers,921548.0,800000.0,1.151935,1966
8583,a charlie brown christmas,0.0,0.0,0.0,1965
8584,dracula: prince of darkness,364937.0,280379.0,1.3015846407897882,1966
8585,the hallelujah trail,0.0,0.0,0.0,1965
8586,the heroes of telemark,0.0,0.0,0.0,1965
8587,the hill,0.0,0.0,0.0,1965
8588,in harm's way,0.0,0.0,0.0,1965
8589,incubus,0.0,0.0,0.0,1966
8590,the loved one,0.0,0.0,0.0,1965
8591,major dundee,14873.0,3800000.0,0.003913947368421,1965
8592,operation crossbow,0.0,115.0,0.0,1965
8593,ride in the whirlwind,0.0,0.0,0.0,1966
8594,a thousand clowns,0.0,0.0,0.0,1965
8595,the train,6800000.0,5800000.0,1.1724137931034482,1964
8596,andrei rublev,0.0,0.0,0.0,1966
8597,au hasard balthazar,39388.0,0.0,0.0,1966
8598,batman,0.0,1377800.0,0.0,1966
8599,grand prix,0.0,0.0,0.0,1966
8600,khartoum,0.0,0.0,0.0,1966
8601,dragon inn,0.0,0.0,0.0,1967
8602,manos: the hands of fate,0.0,19000.0,0.0,1966
8603,closely watched trains,0.0,0.0,0.0,1966
8604,tokyo drifter,0.0,0.0,0.0,1966
8605,asterix the gaul,0.0,0.0,0.0,1967
8606,"gappa, the triphibian monster",0.0,0.0,0.0,1967
8607,dont look back,0.0,0.0,0.0,1967
8608,fando and lis,0.0,0.0,0.0,1968
8609,the incident,0.0,0.0,0.0,1967
8610,branded to kill,0.0,0.0,0.0,1967
8611,the bride wore black,44566.0,747000.0,0.0596599732262382,1968
8612,playtime,0.0,0.0,0.0,1967
8613,point blank,3200000.0,2500000.0,1.28,1967
8614,the shooting,0.0,75000.0,0.0,1966
8615,the st. valentine's day massacre,0.0,2175000.0,0.0,1967
8616,titicut follies,0.0,0.0,0.0,1967
8617,tony rome,0.0,0.0,0.0,1967
8618,two for the road,0.0,0.0,0.0,1967
8619,up the down staircase,0.0,0.0,0.0,1967
8620,the war wagon,6000000.0,0.0,0.0,1967
8621,asterix and cleopatra,0.0,0.0,0.0,1968
8622,the diamond arm,0.0,0.0,0.0,1968
8623,dracula has risen from the grave,0.0,0.0,0.0,1968
8624,head,0.0,0.0,0.0,1968
8625,the heart is a lonely hunter,0.0,0.0,0.0,1968
8626,"i love you, alice b. toklas!",0.0,0.0,0.0,1968
8627,petulia,0.0,0.0,0.0,1968
8628,the subject was roses,0.0,0.0,0.0,1968
8629,sympathy for the devil,0.0,500000.0,0.0,1968
8630,war and peace,0.0,100000000.0,0.0,1966
8631,"yours, mine and ours",0.0,0.0,0.0,1968
8632,alice's restaurant,0.0,0.0,0.0,1969
8633,camille 2000,0.0,0.0,0.0,1969
8634,colossus: the forbin project,0.0,0.0,0.0,1970
8635,death rides a horse,0.0,0.0,0.0,1967
8636,"goodbye, mr. chips",0.0,9000000.0,0.0,1969
8637,journey to the far side of the sun,0.0,0.0,0.0,1969
8638,last summer,3.0,0.0,0.0,1969
8639,my night at maud's,0.0,0.0,0.0,1969
8640,the magic christian,0.0,0.0,0.0,1969
8641,marlowe,0.0,0.0,0.0,1969
8642,more,0.0,0.0,0.0,1969
8643,the reivers,0.0,0.0,0.0,1969
8644,taste the blood of dracula,0.0,0.0,0.0,1970
8645,the joke,0.0,0.0,0.0,1969
8646,...tick... tick... tick...,0.0,0.0,0.0,1970
8647,brewster mccloud,0.0,0.0,0.0,1970
8648,violent city,0.0,0.0,0.0,1970
8649,dirty dingus magee,0.0,0.0,0.0,1970
8650,dodes'ka-den,0.0,0.0,0.0,1970
8651,gamera vs. jiger,0.0,0.0,0.0,1970
8652,claire's knee,0.0,0.0,0.0,1970
8653,"hi, mom!",0.0,0.0,0.0,1970
8654,house of dark shadows,0.0,750000.0,0.0,1970
8655,a swedish love story,0.0,0.0,0.0,1970
8656,the landlord,0.0,0.0,0.0,1970
8657,on a clear day you can see forever,0.0,0.0,0.0,1970
8658,performance,0.0,0.0,0.0,1970
8659,a trip down the river,0.0,0.0,0.0,1970
8660,long live death,0.0,0.0,0.0,1971
8661,the white sun of the desert,0.0,0.0,0.0,1970
8662,zabriskie point,1000000.0,7000000.0,0.1428571428571428,1970
8663,the beguiled,0.0,0.0,0.0,1971
8664,the devils,0.0,0.0,0.0,1971
8665,duel,0.0,450000.0,0.0,1972
8666,evil roy slade,0.0,0.0,0.0,1972
8667,the go-between,0.0,100000.0,0.0,1971
8668,johnny got his gun,0.0,0.0,0.0,1971
8669,lawman,0.0,0.0,0.0,1971
8670,let's scare jessica to death,0.0,180000.0,0.0,1971
8671,they call me trinity,0.0,0.0,0.0,1970
8672,mon oncle antoine,0.0,0.0,0.0,1971
8673,a new leaf,0.0,0.0,0.0,1971
8674,nicholas and alexandra,0.0,0.0,0.0,1971
8675,von richthofen and brown,0.0,0.0,0.0,1971
8676,scars of dracula,0.0,478375.0,0.0,1970
8677,support your local gunfighter,0.0,0.0,0.0,1971
8678,sweet sweetback's baadasssss song,15200000.0,150000.0,101.33333333333331,1971
8679,el topo,0.0,400000.0,0.0,1970
8680,the emigrants,0.0,0.0,0.0,1971
8681,blood of ghastly horror,0.0,0.0,0.0,1972
8682,brother john,0.0,0.0,0.0,1971
8683,dr. phibes rises again,0.0,75000.0,0.0,1972
8684,dracula a.d. 1972,0.0,0.0,0.0,1972
8685,get to know your rabbit,0.0,0.0,0.0,1972
8686,the tall blond man with one black shoe,0.0,0.0,0.0,1972
8687,lone wolf and cub: sword of vengeance,0.0,0.0,0.0,1972
8688,lone wolf and cub: baby cart at the river styx,0.0,0.0,0.0,1972
8689,lady sings the blues,0.0,0.0,0.0,1972
8690,payday,0.0,760000.0,0.0,1973
8691,slither,0.0,0.0,0.0,1973
8692,trafic,0.0,0.0,0.0,1971
8693,the mad adventures of rabbi jacob,0.0,0.0,0.0,1973
8694,charley varrick,0.0,0.0,0.0,1973
8695,dark star,0.0,60000.0,0.0,1974
8696,a delicate balance,0.0,0.0,0.0,1973
8697,bram stoker's dracula,0.0,0.0,0.0,1974
8698,emperor of the north,0.0,0.0,0.0,1973
8699,executive action,0.0,0.0,0.0,1973
8700,the glass menagerie,0.0,0.0,0.0,1973
8701,my name is nobody,0.0,0.0,0.0,1973
