,belongs_to_collection,title,revenue
4328,,Encounter in the Third Dimension,0.0
4329,,Siegfried & Roy: The Magic Box,0.0
4330,,18 Again!,0.0
4331,,1969,5979011.0
4332,,The Accidental Tourist,0.0
4333,,The Accused,0.0
4334,,Above the Law,18869631.0
4335,,The Adventures of Baron Munchausen,8083123.0
4336,,Apartment Zero,670774.0
4337,,Appointment with Death,960040.0
4338,,Ariel,0.0
4339,arthur collection,Arthur 2: On the Rocks,14681192.0
4340,,Bad Dreams,9797098.0
4341,,Bat*21,3184348.0
4342,,Beaches,57041866.0
4343,,The Beast of War,0.0
4344,,Big Business,0.0
4345,pee-wee's collection,Big Top Pee-wee,15122000.0
4346,,Biloxi Blues,51684798.0
4347,,Bird,0.0
4348,,The Blob,8247943.0
4349,,The Boost,784990.0
4350,,"Bright Lights, Big City",0.0
4351,caddyshack collection,Caddyshack II,0.0
4352,,Camille Claudel 1915,115860.0
4353,,Casual Sex?,12277096.0
4354,,Clean and Sober,8674093.0
4355,,Cocktail,171504781.0
4356,,Colors,46616067.0
4357,,Coming to America,288752301.0
4358,,The Couch Trip,0.0
4359,,Criminal Law,0.0
4360,critters collection,Critters,13167232.0
4361,critters collection,Critters 2,3813293.0
4362,critters collection,Critters 3,0.0
4363,,Crossing Delancey,16262415.0
4364,,D.O.A.,12706478.0
4365,,Dead Heat,0.0
4366,dirty harry collection,The Dead Pool,0.0
4367,,Dirty Rotten Scoundrels,42039085.0
4368,,Drowning by Numbers,0.0
4369,elvira collection,"Elvira, Mistress of the Dark",5596267.0
4370,ernest collection,Ernest Saves Christmas,28202109.0
4371,,Everybody's All-American,0.0
4372,,Feds,3527636.0
4373,,For Keeps,17514553.0
4374,,Frantic,17637950.0
4375,,Fresh Horses,0.0
4376,,Gorillas in the Mist,0.0
4377,,The Great Outdoors,43455230.0
4378,,Heartbreak Hotel,0.0
4379,,High Spirits,7399763.0
4380,,Hot to Trot,6436211.0
4381,,The House on Carroll Street,0.0
4382,the howling collection,Howling IV: The Original Nightmare,0.0
4383,,Imagine: John Lennon,0.0
4384,,Johnny Be Good,0.0
4385,,Lady in White,0.0
4386,,The Lair of the White Worm,1189315.0
4387,the land before time collection,The Land Before Time,84460846.0
4388,,License to Drive,22433275.0
4389,,Little Nikita,0.0
4390,,Masquerade,0.0
4391,,The Milagro Beanfield War,0.0
4392,,Moon Over Parador,0.0
4393,,Moving,0.0
4394,,My Stepmother is an Alien,13854000.0
4395,,A Night in the Life of Jimmy Reardon,6264058.0
4396,,Off Limits,7242035.0
4397,,Bagdad Cafe,3587303.0
4398,,Permanent Record,1893139.0
4399,,Red Heat,34994648.0
4400,return of the living dead collection,Return of the Living Dead Part II,9205924.0
4401,return of the living dead collection,The Return of the Living Dead,14237000.0
4402,the man from snowy river collection,Return to Snowy River,0.0
4403,the man from snowy river collection,The Man from Snowy River,20659423.0
4404,,Rocket Gibraltar,187349.0
4405,,Running on Empty,2835116.0
4406,,Salome's Last Dance,331000.0
4407,,Salsa,8892589.0
4408,,Satisfaction,8.0
4409,,The Serpent and the Rainbow,19595031.0
4410,,Shakedown,0.0
4411,,Shoot to Kill,29300000.0
4412,short circuit collection,Short Circuit 2,21630088.0
4413,short circuit collection,Short Circuit,40697761.0
4414,,The Vanishing,0.0
4415,,Stormy Monday,1791328.0
4416,,Sunset,4594452.0
4417,,Sweet Hearts Dance,3790493.0
4418,,Switching Channels,0.0
4419,,The Telephone,0.0
4420,tetsuo collection,Tetsuo: The Iron Man,0.0
4421,,They Live,13008928.0
4422,,To Kill a Priest,0.0
4423,,Torch Song Trilogy,4865997.0
4424,,Track 29,0.0
4425,,Tucker: The Man and His Dream,0.0
4426,,Twins,216614388.0
4427,,Vice Versa,0.0
4428,,Watchers,0.0
4429,the waxwork collection,Waxwork,808114.0
4430,,Without a Clue,0.0
4431,,Young Einstein,0.0
4432,,Always,74134790.0
4433,american ninja collection,American Ninja,10499694.0
4434,american ninja collection,American Ninja 2: The Confrontation,0.0
4435,american ninja collection,American Ninja 3: Blood Hunt,0.0
4436,best of the best collection,Best of the Best 2,6500000.0
4437,,The Big Picture,117463.0
4438,bill & ted's most excellent collection,Bill & Ted's Excellent Adventure,40485039.0
4439,,Black Rain,45892212.0
4440,,Blaze,19131000.0
4441,,Blind Fury,2692037.0
4442,,Breaking In,0.0
4443,c.h.u.d. collection,C.H.U.D. II: Bud the Chud,0.0
4444,,Casualties of War,18671317.0
4445,,Chances Are,0.0
4446,,Cookie,0.0
4447,cyborg collection,Cyborg,10166459.0
4448,,Dad,19738015.0
4449,,Dead Bang,8125592.0
4450,,Disorganized Crime,0.0
4451,dream a little dream collection,Dream a Little Dream,0.0
4452,,The Dream Team,28890240.0
4453,,A Dry White Season,0.0
4454,,Earth Girls Are Easy,3916303.0
4455,eddie and the cruisers collection,Eddie and the Cruisers II: Eddie Lives!,0.0
4456,eddie and the cruisers collection,Eddie and the Cruisers,4786789.0
4457,,Enemies: A Love Story,7754571.0
4458,,Erik the Viking,0.0
4459,,The Experts,0.0
4460,,Family Business,12195695.0
4461,,Farewell to the King,2420917.0
4462,,Fat Man and Little Boy,0.0
4463,,The Girl in a Swing,0.0
4464,,Gleaming the Cube,2777280.0
4465,,Going Overboard,0.0
4466,,Great Balls of Fire!,0.0
4467,,Gross Anatomy,0.0
4468,,Happy Together,0.0
4469,,Harlem Nights,60864870.0
4470,,Her Alibi,0.0
4471,,Homer and Eddie,0.0
4472,,How to Get Ahead in Advertising,0.0
4473,,Immediate Family,0.0
4474,,In Country,0.0
4475,,An Innocent Man,20047604.0
4476,,Jacknife,0.0
4477,,The January Man,0.0
4478,,Johnny Handsome,7237794.0
4479,,Jesus of Montreal,0.0
4480,k-9 collection,K-9,78247647.0
4481,kickboxer collection,Kickboxer,14697005.0
4482,,Last Exit to Brooklyn,0.0
4483,,Lean On Me,0.0
4484,,Let It Ride,0.0
4485,,Leviathan,15704614.0
4486,,Little Monsters,793775.0
4487,,Lock Up,22099847.0
4488,look who's talking collection,Look Who's Talking,296000000.0
4489,,Loverboy,3960327.0
4490,major league collection,Major League,49797148.0
4491,,Meet the Feebles,0.0
4492,,Millennium,0.0
4493,,Miracle Mile,1145404.0
4494,,Miss Firecracker,0.0
4495,,New York Stories,0.0
4496,,Next of Kin,15942628.0
4497,,No Holds Barred,16093651.0
4498,,Old Gringo,0.0
4499,,The Package,0.0
4500,,Parents,0.0
4501,,Penn & Teller Get Killed,0.0
4502,,Pink Cadillac,0.0
4503,,The Punisher,0.0
4504,,Red Scorpion,4192440.0
4505,jurassic park collection,Jurassic Park III,368780809.0
4506,,America's Sweethearts,0.0
4507,,Brother,15250000.0
4508,,Ghost World,0.0
4509,,Hedwig and the Angry Inch,0.0
4510,,Planet of the Apes,362211740.0
4511,,Bread and Tulips,0.0
4512,,Cure,99000.0
4513,,Greenfingers,1443067.0
4514,,Jackpot,43719.0
4515,,The Monkey's Mask,0.0
4516,,Wet Hot American Summer,295206.0
4517,,Relentless,0.0
4518,,Renegades,0.0
4519,swamp thing collection,The Return of Swamp Thing,192816.0
4520,the musketeers collection,The Return of the Musketeers,0.0
4521,road house collection,Road House,30050028.0
4522,,Romero,0.0
4523,,Rosalie Goes Shopping,0.0
4524,,Rude Awakening,3169719.0
4525,,Santa Sangre,0.0
4526,,Scandal,8800000.0
4527,,Scenes from the Class Struggle in Beverly Hills,0.0
4528,,Sea of Love,110879513.0
4529,,"See No Evil, Hear No Evil",46908987.0
4530,,She's Out of Control,12065892.0
4531,,Shirley Valentine,0.0
4532,,Shocker,16554699.0
4533,,Skin Deep,0.0
4534,,Slaves of New York,0.0
4535,,Some Girls,401421.0
4536,the stepfather collection,Stepfather II: Make Room For Daddy,1519796.0
4537,the stepfather collection,The Stepfather,0.0
4538,,Sweetie,0.0
4539,,The Tall Guy,0.0
4540,,Tango & Cash,63408614.0
4541,,Tap,9114702.0
4542,,Three Fugitives,40590000.0
4543,,Troop Beverly Hills,0.0
4544,,Turner & Hooch,71079915.0
4545,,UHF,0.0
4546,,Uncle Buck,79258538.0
4547,,Vampire's Kiss,725131.0
4548,,The War of the Roses,0.0
4549,warlock collection,Warlock,0.0
4550,,The Wizard,14278900.0
4551,,Worth Winning,0.0
4552,warlock collection,Warlock: The Armageddon,0.0
4553,weekend at bernie's collection,Weekend at Bernie's II,0.0
4554,,Billy Liar,0.0
4555,,Black Robe,0.0
4556,,The Cat o' Nine Tails,0.0
4557,,The Cotton Club,25928721.0
4558,,Def-Con 4,0.0
4559,,The Hotel New Hampshire,0.0
4560,,Idiot Box,0.0
4561,,Left Luggage,100544.0
4562,,Who'll Stop the Rain,0.0
4563,,"Zorro, The Gay Blade",0.0
4564,basket case collection,Basket Case,0.0
4565,,Orphans,49501.0
4566,,Original Sin,35402320.0
4567,the princess diaries collection,The Princess Diaries,165335153.0
4568,rush hour collection,Rush Hour 2,347325802.0
4569,,Thomas in Love,0.0
4570,,Chocolat,0.0
4571,,Hatari!,0.0
4572,la cage aux folles,La Cage aux folles,20424259.0
4573,la cage aux folles,La Cage aux folles II,6950125.0
4574,,Liebestraum,0.0
4575,,Marat/Sade,0.0
4576,,Paint Your Wagon,31678778.0
4577,,The Shootist,8091910.0
4578,,Theremin: An Electronic Odyssey,0.0
4579,,The Wild Child,0.0
4580,,Altered States,19853892.0
4581,philo & clyde collection,Any Which Way You Can,70687344.0
4582,,The Awakening,0.0
4583,,Bad Timing,0.0
4584,,The Big Brawl,0.0
4585,american pie collection,American Pie 2,287553595.0
4586,,Osmosis Jones,13596911.0
4587,,The Others,0.0
4588,,American Outlaws,13678913.0
4589,,All Over the Guy,1051948.0
4590,,The Deep End,0.0
4591,,On the Edge,0.0
4592,,Session 9,373967.0
4593,,The Turandot Project,0.0
4594,,Captain Corelli's Mandolin,62112895.0
4595,,Rat Race,85498534.0
4596,,Aberdeen,0.0
4597,,Innocence,0.0
4598,,Bubble Boy,0.0
4599,,The Curse of the Jade Scorpion,0.0
4600,,Jay and Silent Bob Strike Back,33788161.0
4601,,Ghosts of Mars,14010832.0
4602,,Summer Catch,19693891.0
4603,,An American Rhapsody,850225.0
4604,,Happy Accidents,688510.0
4605,,Lisa Picard Is Famous,0.0
4606,,Maybe Baby,0.0
4607,,Together,0.0
4608,,Punks,0.0
4609,,Tortilla Soup,4574762.0
4610,jeepers creepers collection,Jeepers Creepers,59217789.0
4611,,O,16017403.0
4612,,Waking Up in Reno,261603.0
4613,,Speedway Junky,0.0
4614,3 ninjas collection,3 Ninjas,0.0
4615,3 ninjas collection,3 Ninjas Kick Back,0.0
4616,3 ninjas collection,3 Ninjas Knuckle Up,0.0
4617,,The Hunter,0.0
4618,,Maniac,0.0
4619,,Vamp,4790926.0
4620,,The Wicker Man,0.0
4621,,Wish Upon a Star,0.0
4622,,The Musketeer,27053815.0
4623,,Rock Star,16991902.0
4624,,Soul Survivors,0.0
4625,,Two Can Play That Game,0.0
4626,,Bounce: Behind The Velvet Rope,0.0
4627,,Diamond Men,0.0
4628,,Djomeh,0.0
4629,,The Iron Ladies,0.0
4630,,Kill Me Later,0.0
4631,,L.I.E.,1667192.0
4632,,Our Lady of the Assassins,0.0
4633,,Abbott and Costello Meet the Mummy,0.0
4634,,"Dr. Mabuse, the Gambler",0.0
4635,,Into the Arms of Strangers: Stories of the Kindertransport,0.0
4636,,The Glass House,23619609.0
4637,,Hardball,40222729.0
4638,,Dinner Rush,0.0
4639,,Haiku Tunnel,251058.0
4640,,Big Trouble,8493890.0
4641,,Glitter,5271666.0
4642,,Training Day,104876233.0
4643,,The American Astronaut,0.0
4644,,Children Underground,0.0
4645,,Go Tigers!,0.0
4646,,Liam,0.0
4647,omega code series,Megiddo: The Omega Code 2,0.0
4648,,Sidewalks of New York,2402459.0
4649,,The Endurance: Shackleton's Legendary Antarctic Expedition,2452566.0
4650,,The French Lieutenant's Woman,2689068.0
4651,,The Great Silence,0.0
4652,,The Legend of Hell House,0.0
4653,,Little Man Tate,0.0
4654,,Moscow Does Not Believe in Tears,0.0
4655,,Phantom of the Paradise,0.0
4656,a man called horse collection,The Return of a Man Called Horse,0.0
4657,,Valdez Is Coming,0.0
4658,,13 Ghosts,0.0
4659,,Montenegro,0.0
4660,,Opera,0.0
4661,,Father Goose,0.0
4662,,The Grass Is Greener,6000000.0
4663,,A Hole in the Head,0.0
4664,,Indiscreet,0.0
4665,,"It's a Mad, Mad, Mad, Mad World",60000000.0
4666,,King Solomon's Mines,0.0
4667,,The Little Foxes,0.0
4668,,Operation Petticoat,6800000.0
4669,,Play Misty for Me,10600000.0
4670,,Pocketful of Miracles,5000000.0
4671,,Sayonara,0.0
4672,,The Shop on Main Street,0.0
4673,,Spring Break,0.0
4674,,The Vanishing,0.0
4675,,Silkwood,0.0
4676,,I Never Promised You a Rose Garden,0.0
4677,,Quadrophenia,0.0
4678,,SpaceCamp,9697739.0
4679,,When Worlds Collide,0.0
4680,,Don't Say a Word,100020092.0
4681,,Hearts in Atlantis,24185781.0
4682,zoolander collection,Zoolander,60780981.0
4683,,Born Romantic,0.0
4684,,Extreme Days,1.0
4685,,Va Savoir (Who Knows?),0.0
4686,,Won't Anybody Listen,0.0
4687,joy ride collection,Joy Ride,36642838.0
4688,,Max Keeble's Big Move,17292381.0
4689,,Serendipity,77516304.0
4690,,Grateful Dawg,0.0
4691,,La Cienaga,0.0
4692,,The Big Red One,7206220.0
4693,,The Boogey Man,0.0
4694,the party collection,The Party,0.0
4695,,Lady in a Cage,0.0
4696,,Brubaker,37121708.0
4697,,Can't Stop the Music,0.0
4698,,Carny,0.0
4699,,The Changeling,12000000.0
4700,cheech & chong collection,Cheech & Chong's Next Movie,41675194.0
4701,,Coal Miner's Daughter,67182787.0
4702,,The Competition,0.0
4703,,Cruising,0.0
4704,,D.O.A.,0.0
4705,,Death Ship,0.0
4706,,The Last Metro,0.0
4707,,Divine Madness,0.0
4708,,The Dogs of War,0.0
4709,,The Learning Curve,0.0
4710,,Bandits,67631903.0
4711,,Corky Romano,23978402.0
4712,,Iron Monkey,14681661.0
4713,,Fat Girl,0.0
4714,,Mulholland Drive,20117339.0
4715,,My First Mister,0.0
4716,,Spriggan,0.0
4717,,Things Behind the Sun,0.0
4718,,Bones,7316658.0
4719,,Brannigan,0.0
4720,,Clambake,0.0
4721,dirty harry collection,Dirty Harry,35976000.0
4722,,Destiny in Space,0.0
4723,,Fiddler on the Roof,83304330.0
4724,,Hail Columbia!,0.0
4725,,Kansas,0.0
4726,,Making the Grade,0.0
4727,,Mission to Mir,0.0
4728,,Not Without My Daughter,0.0
4729,,Female Trouble,0.0
4730,,Titanica,0.0
4731,,From Hell,74558115.0
4732,,The Last Castle,27642707.0
4733,,Riding in Cars with Boys,35743308.0
4734,,Bangkok Dangerous,0.0
4735,,Burnt Money,0.0
4736,,Dancing at the Blue Iguana,0.0
4737,,Focus,0.0
4738,,Intimacy,0.0
4739,,Waking Life,3176880.0
4740,,K-PAX,50315140.0
4741,,On the Line,0.0
4742,,Thir13en Ghosts,0.0
4743,,Better Than Sex,0.0
4744,darko collection,Donnie Darko,1270522.0
4745,,High Heels and Low Lifes,0.0
4746,,Life as a House,0.0
4747,,The Man Who Wasn't There,0.0
4748,,Ouch,0.0
4749,,The Town Is Quiet,0.0
4750,,Trembling Before G-d,0.0
4751,,Domestic Disturbance,54249294.0
4752,"monsters, inc. collection","Monsters, Inc.",562816256.0
4753,,The One,72700000.0
4754,,Tape,490475.0
4755,,Heist,0.0
4756,,Shallow Hal,141069860.0
4757,,King of the Jungle,27.0
4758,,Maze,0.0
4759,when a stranger calls collection,When a Stranger Calls,0.0
4760,,Timerider: The Adventure of Lyle Swann,0.0
4761,,The Wash,10229331.0
4762,harry potter collection,Harry Potter and the Philosopher's Stone,976475550.0
4763,,The Fluffer,0.0
4764,,Novocaine,2025238.0
4765,,Black Knight,0.0
4766,,Out Cold,14782676.0
4767,,Spy Game,143049560.0
4768,,The Devil's Backbone,6459020.0
4769,,In the Bedroom,0.0
4770,,The Way We Laughed,0.0
4771,,Hell Up In Harlem,0.0
4772,,Bucktown,0.0
4773,,Across 110th Street,0.0
4774,,Le Petit Soldat,0.0
4775,,The Incredible Shrinking Woman,0.0
4776,,Katie Tippel,0.0
4777,,Jabberwocky,0.0
4778,fanny brice collection,Funny Girl,52223306.0
4779,,Circus of Horrors,0.0
4780,,Breathless,0.0
4781,beastmaster collection,The Beastmaster,14056528.0
4782,,Midway,0.0
4783,,MacArthur,0.0
4784,,The Young Lions,0.0
4785,,Subway,390659.0
4786,,"Now, Voyager",0.0
4787,,Little Women,0.0
4788,,Halls of Montezuma,0.0
4789,,Guadalcanal Diary,0.0
4790,,Anzio,0.0
4791,,The Cheap Detective,0.0
4792,,Everybody's Famous!,0.0
4793,,The Last Wave,1258000.0
4794,,That Obscure Object of Desire,0.0
4795,,The Toy,0.0
4796,harry palmer collection,Funeral in Berlin,0.0
4797,,Don't Go in the House,0.0
4798,,Dressed to Kill,31899000.0
4799,,The Earthling,0.0
4800,the exterminator collection,The Exterminator,0.0
4801,,The Falls,0.0
4802,,Fame,21202829.0
4803,,Fatso,0.0
4804,,The Aviator's Wife,0.0
4805,,The Final Countdown,16647800.0
4806,,The First Deadly Sin,0.0
4807,,Flash Gordon,27107960.0
4808,,The Angry Red Planet,0.0
4809,caprona collection,At the Earth's Core,0.0
4810,,Empire of the Ants,0.0
4811,dirty harry collection,The Enforcer,46236000.0
4812,,An Eye for an Eye,7496681.0
4813,,The Gauntlet,26414658.0
4814,,I Bury the Living,0.0
4815,,Invasion U.S.A.,0.0
4816,,Lone Wolf McQuade,12232628.0
4817,,Lord of the Flies,0.0
4818,,Morons from Outer Space,0.0
4819,caprona collection,The People That Time Forgot,0.0
4820,,Ocean's Eleven,0.0
4821,,The Sicilian,0.0
4822,,The Stunt Man,0.0
4823,dirty harry collection,Sudden Impact,67642693.0
4824,behind enemy lines collection,Behind Enemy Lines,91753202.0
4825,,The Affair of the Necklace,0.0
4826,,The Independent,0.0
4827,,Porn Star: The Legend of Ron Jeremy,0.0
4828,,Texas Rangers,0.0
4829,ocean's collection,Ocean's Eleven,450717150.0
4830,,Baran,0.0
4831,,The Business of Strangers,0.0
4832,,The Incredible Shrinking Man,0.0
4833,,No Man's Land,0.0
4834,,PiÃ±ero,0.0
4835,,And Then There Were None,0.0
4836,,The Blue Angel,0.0
4837,,Moscow on the Hudson,25100000.0
4838,,The Owl and the Pussycat,0.0
4839,,AmÃ©lie,173921954.0
4840,,Not Another Teen Movie,66468332.0
4841,,Vanilla Sky,203388341.0
4842,,Iris,0.0
4843,,Kandahar,0.0
4844,,Lantana,0.0
4845,,The Royal Tenenbaums,71441250.0
4846,bill & ted's most excellent collection,Bill & Ted's Bogus Journey,0.0
4847,,Clockwise,0.0
4848,,The Crawling Eye,0.0
4849,,The Holcroft Covenant,0.0
4850,,Morgan: A Suitable Case for Treatment,0.0
4851,,Sheena,5778353.0
4852,,Silent Rage,10500000.0
4853,,Spacehunter: Adventures in the Forbidden Zone,16500000.0
4854,,White Water Summer,300859.0
4855,,How High,31155435.0
4856,,Jimmy Neutron: Boy Genius,80936232.0
4857,,Joe Somebody,0.0
4858,,Kate & Leopold,0.0
4859,the lord of the rings collection,The Lord of the Rings: The Fellowship of the Ring,871368364.0
4860,,The Majestic,37317558.0
4861,,A Beautiful Mind,313542341.0
4862,,Little Otik,0.0
4863,,The Convent,0.0
4864,,The Defiant Ones,0.0
4865,,Dodsworth,0.0
4866,,Medium Cool,0.0
4867,,Sahara,0.0
4868,fritz the cat collection,Fritz the Cat,0.0
4869,fritz the cat collection,The Nine Lives of Fritz the Cat,0.0
4870,,The Party,0.0
4871,,Separate Tables,0.0
4872,sex and zen collection,Sex and Zen,396003.0
4873,,Topkapi,0.0
4874,,Witness for the Prosecution,9000000.0
4875,,Ali,87713825.0
4876,,Black Hawk Down,172989651.0
4877,,Charlotte Gray,741394.0
4878,,Yentl,30400000.0
4879,,Gosford Park,87754044.0
4880,,I Am Sam,92542418.0
4881,,Monster's Ball,44909486.0
4882,,The Shipping News,0.0
4883,,The Big Heat,0.0
4884,,Motorama,0.0
4885,,Queen Bee,0.0
4886,,Silent Trigger,76382.0
4887,,Murder by Death,0.0
4888,,The Servant,0.0
4889,,The Waterdance,0.0
4890,,Come Undone,0.0
4891,,Orange County,0.0
4892,,Brotherhood of the Wolf,70752904.0
4893,48 hrs. collection,Another 48 Hrs.,153518974.0
4894,,What Time Is It There?,0.0
4895,,China Moon,0.0
4896,,The Umbrella Woman,1155000.0
4897,,Maria's Lovers,0.0
4898,,Romantic Comedy,0.0
4899,,The Russia House,0.0
4900,,Truly Madly Deeply,0.0
4901,,Wuthering Heights,0.0
4902,,California Suite,0.0
4903,,The Long Gray Line,0.0
4904,,The Flight of Dragons,0.0
4905,,Dragonslayer,14110013.0
4906,conan the barbarian collection,Conan the Destroyer,100000000.0
4907,,Fire and Ice,760883.0
4908,,Forbidden Zone,0.0
4909,,The Formula,8894289.0
4910,,Foxes,4400000.0
4911,,Galaxina,4865000.0
4912,,Impostor,0.0
4913,,Kung Pow: Enter the Fist,0.0
4914,,Snow Dogs,0.0
4915,48 hrs. collection,48 Hrs.,78868508.0
4916,,The Farewell,0.0
4917,,Italian for Beginners,0.0
4918,,Time of Favor,0.0
4919,,Blankman,0.0
4920,,Brainstorm,10219460.0
4921,,Dragon: The Bruce Lee Story,63513743.0
4922,,The Enigma of Kaspar Hauser,0.0
4923,,4 for Texas,0.0
4924,,Heart of Glass,0.0
4925,,Little Dieter Needs to Fly,0.0
4926,,M*A*S*H,81600000.0
4927,,Mrs. Soffel,4385312.0
4928,,Seconds,0.0
4929,,One-Eyed Jacks,4300000.0
4930,,The Count of Monte Cristo,75395048.0
4931,,The Mothman Prophecies,55157539.0
4932,,A Walk to Remember,41227069.0
4933,,American Adobo,4.0
4934,,Beijing Bicycle,0.0
4935,,Hey Happy,0.0
4936,,MaelstrÃ¶m,0.0
4937,,Metropolis,95789342.0
4938,,The Son's Room,0.0
4939,,Storytelling,0.0
4940,,Waydowntown,0.0
4941,,The Adventures of Huck Finn,0.0
4942,,Cousins,22030000.0
4943,,Falling in Love,11129057.0
4944,,Young at Heart,0.0
4945,,Slackers,6413915.0
4946,,Birthday Girl,0.0
4947,,A Rumor of Angels,0.0
4948,,Rare Birds,0.0
4949,,Caged Heat,0.0
4950,,Carmen Jones,0.0
4951,,The Five Heartbeats,0.0
4952,,Get Out Your Handkerchiefs,0.0
4953,,Going Places,0.0
4954,,Honky Tonk Freeway,939423.0
4955,,The Hunchback of Notre Dame,0.0
4956,,The Magnificent One,0.0
4957,,Big Fat Liar,52970014.0
4958,,Collateral Damage,78382433.0
4959,,Rollerball,0.0
4960,,"Scotland, Pa.",0.0
4961,,Baby's Day Out,16671505.0
4962,,Bright Eyes,0.0
4963,,Dimples,0.0
4964,,Heidi,0.0
4965,,The Man Who Loved Women,11000000.0
4966,,Richard Pryor: Here and Now,0.0
4967,,Rookie of the Year,53579269.0
4968,the sandlot collection,The Sandlot,32416586.0
4969,,Cows,0.0
4970,,Don't Look Now,0.0
4971,,Crossroads,61141030.0
4972,,Hart's War,32287044.0
4973,,John Q,102244770.0
4974,peter pan collection,Return to Never Land,109862682.0
4975,super troopers collection,Super Troopers,18492362.0
4976,,The Good Son,44456478.0
4977,,Last Orders,0.0
4978,,After the Fox,0.0
4979,,The Bad and the Beautiful,0.0
4980,,Cast a Giant Shadow,0.0
4981,,Designing Woman,0.0
4982,fanny brice collection,Funny Lady,0.0
4983,,The Heartbreak Kid,0.0
4984,,Saturday Night and Sunday Morning,0.0
4985,sleuth collection,Sleuth,0.0
4986,,Stroszek,0.0
4987,,Summer of '42,0.0
4988,,A Touch of Class,0.0
4989,,Town Without Pity,0.0
4990,,Used Cars,11715321.0
4991,,The Deadly Mantis,0.0
4992,,Dragonfly,52322400.0
4993,the vampire chronicles,Queen of the Damned,45479110.0
4994,,Big Bad Love,0.0
4995,,Green Dragon,0.0
4996,,How to Kill Your Neighbor's Dog,0.0
4997,,The Last Man,0.0
4998,,Maryam,0.0
4999,,Mean Machine,0.0
5000,,Monsoon Wedding,0.0
5001,,Wendigo,0.0
5002,,Scratch,0.0
5003,state property collection,State Property,2106838.0
5004,the bad new bears collection,The Bad News Bears,35323292.0
5005,the bad new bears collection,The Bad News Bears Go to Japan,0.0
5006,the bad new bears collection,The Bad News Bears in Breaking Training,19104350.0
5007,,The Firemen's Ball,0.0
5008,the lone ranger (clayton moore) collection,The Lone Ranger,0.0
5009,the lone ranger (clayton moore) collection,The Lone Ranger and the Lost City of Gold,0.0
5010,,Loves of a Blonde,0.0
5011,vampire hunter d collection,Vampire Hunter D: Bloodlust,0.0
5012,,Wild Strawberries,0.0
5013,,Black Like Me,0.0
5014,,Cattle Queen of Montana,0.0
5015,,Under the Skin,0.0
5016,,40 Days and 40 Nights,0.0
5017,,We Were Soldiers,114660784.0
5018,,Trouble Every Day,0.0
5019,,The Arena,0.0
5020,,The Big Bird Cage,0.0
5021,,The Big Doll House,0.0
5022,,The Church,0.0
5023,,Cross Creek,0.0
5024,ferngully collection,FernGully: The Last Rainforest,32710894.0
5025,,Hell of the Living Dead,0.0
5026,,Intersection,21355893.0
5027,,"Jo Jo Dancer, Your Life Is Calling",0.0
5028,,StageFright: Aquarius,0.0
5029,,A Troll in Central Park,71368.0
5030,zombi collection,Zombie Flesh Eaters,0.0
5031,,The Amazing Quest of Ernest Bliss,0.0
5032,,My Favorite Brunette,0.0
5033,,Royal Wedding,0.0
5034,,Scarlet Street,2948386.0
5035,,All About the Benjamins,25482931.0
5036,,The Time Machine,123729176.0
5037,,Full Frontal,2506446.0
5038,,Divorcing Jack,0.0
5039,,The Field,1494399.0
5040,,Hidden Agenda,1030938.0
5041,,The Magnificent Ambersons,0.0
5042,,Fun,0.0
5043,,Gloria,4059673.0
5044,,The Great Rock 'n' Roll Swindle,0.0
5045,,Hangar 18,6000000.0
5046,,Hawk the Slayer,0.0
5047,,He Knows You're Alone,0.0
5048,,Heaven's Gate,3484331.0
5049,,Hero at Large,15934737.0
5050,,Honeysuckle Rose,0.0
5051,,Hopscotch,0.0
5052,,How to Beat the High Co$t of Living,0.0
5053,,Humanoids from the Deep,0.0
5054,,Inside Moves,0.0
5055,,The Island,0.0
5056,,The Jazz Singer,0.0
5057,,Who's Singin' Over There?,0.0
5058,,Zombie Lake,0.0
5059,,Lion of the Desert,0.0
5060,,Little Darlings,0.0
5061,,The Long Good Friday,0.0
5062,,The Long Riders,15795189.0
5063,,The Man Who Saw Tomorrow,0.0
5064,,Eaten Alive!,0.0
5065,,Mon Oncle d'AmÃ©rique,0.0
5066,,The Monster Club,0.0
5067,,Death Watch,0.0
5068,,Motel Hell,0.0
5069,,Mother's Day,0.0
5070,,The Mountain Men,0.0
5071,,The Ninth Configuration,0.0
5072,,Burial Ground,0.0
5073,get smart collection,The Nude Bomb,0.0
5074,,The Octagon,18971000.0
5075,"oh, god! collection","Oh, God! Book II",0.0
5076,"oh, god! collection","Oh, God!",41687243.0
5077,,Oh Heavenly Dog,0.0
5078,,"Pepi, Luci, Bom",0.0
5079,,Super Fuzz,0.0
5080,ice age collection,Ice Age,383257136.0
5081,resident evil collection,Resident Evil,102984862.0
5082,,Showtime,77741732.0
5083,,Harrison's Flowers,0.0
5084,,Kissing Jessica Stein,10013424.0
5085,,Pauline & Paulette,0.0
5086,,Promises,0.0
5087,,Y Tu MamÃ¡ TambiÃ©n,33616692.0
5088,,All the Right Moves,17233166.0
5089,,Barabbas,0.0
5090,,The Ghost Breakers,0.0
5091,,I Think I Do,344.0
5092,the paleface collection,The Paleface,0.0
5093,road to collection,Road to Morocco,0.0
5094,road to collection,Road to Singapore,0.0
